<<<<<<< HEAD
OrderID,EmployeeID,Location,Date,OrderTotal,orderComplete
87,1,College Station,2024-06-30 09:01:00,13.0,True
88,1,College Station,2024-06-30 15:13:00,8.0,True
89,1,College Station,2024-06-30 08:47:00,11.2,True
90,1,College Station,2024-06-30 19:00:00,6.55,True
91,1,College Station,2024-06-30 13:29:00,6.5,True
92,1,College Station,2024-06-30 13:28:00,7.0,True
93,1,College Station,2024-06-30 19:25:00,14.5,True
94,1,College Station,2024-06-30 15:03:00,7.5,True
95,1,College Station,2024-06-30 21:59:00,6.5,True
96,1,College Station,2024-06-30 08:59:00,6.55,True
97,1,College Station,2024-06-30 21:41:00,6.75,True
98,1,College Station,2024-06-30 21:24:00,6.05,True
99,1,College Station,2024-06-30 08:32:00,15.5,True
100,1,College Station,2024-06-30 20:42:00,6.75,True
101,1,College Station,2024-06-30 18:23:00,6.8,True
102,1,College Station,2024-06-30 08:02:00,6.8,True
103,1,College Station,2024-06-30 11:16:00,14.0,True
104,1,College Station,2024-06-30 09:57:00,7.0,True
105,1,College Station,2024-06-30 09:26:00,14.4,True
106,1,College Station,2024-06-30 14:50:00,12.5,True
107,1,College Station,2024-06-30 11:23:00,6.5,True
108,1,College Station,2024-06-30 21:04:00,7.5,True
109,1,College Station,2024-06-30 10:57:00,5.55,True
110,1,College Station,2024-06-30 07:25:00,15.0,True
111,1,College Station,2024-06-30 13:11:00,14.5,True
112,1,College Station,2024-06-30 15:28:00,7.45,True
113,1,College Station,2024-06-30 18:52:00,14.5,True
114,1,College Station,2024-06-30 15:05:00,7.55,True
115,1,College Station,2024-06-30 16:03:00,6.0,True
116,1,College Station,2024-06-30 16:17:00,5.55,True
117,1,College Station,2024-06-30 18:45:00,12.1,True
118,1,College Station,2024-06-30 16:42:00,12.5,True
119,1,College Station,2024-06-30 17:56:00,12.0,True
120,1,College Station,2024-06-30 11:25:00,15.0,True
121,1,College Station,2024-06-30 12:31:00,11.1,True
122,1,College Station,2024-06-30 18:28:00,13.5,True
123,1,College Station,2024-06-30 11:47:00,16.0,True
124,1,College Station,2024-06-30 19:59:00,7.25,True
125,1,College Station,2024-06-30 16:10:00,7.25,True
126,1,College Station,2024-06-30 08:11:00,7.05,True
127,1,College Station,2024-06-30 18:32:00,6.0,True
128,1,College Station,2024-06-30 15:38:00,6.75,True
129,1,College Station,2024-06-30 21:08:00,5.45,True
130,1,College Station,2024-06-30 21:02:00,6.55,True
131,1,College Station,2024-06-30 20:43:00,14.5,True
132,1,College Station,2024-06-30 20:13:00,13.5,True
133,1,College Station,2024-06-30 07:17:00,13.5,True
134,1,College Station,2024-06-30 09:45:00,6.55,True
135,1,College Station,2024-06-30 08:29:00,15.0,True
136,1,College Station,2024-06-30 08:38:00,13.5,True
137,1,College Station,2024-06-30 12:56:00,6.75,True
138,1,College Station,2024-06-30 14:59:00,13.0,True
139,1,College Station,2024-06-30 15:53:00,13.4,True
140,1,College Station,2024-06-30 19:11:00,5.95,True
141,1,College Station,2024-06-30 14:49:00,6.55,True
142,1,College Station,2024-06-30 21:51:00,11.1,True
143,1,College Station,2024-06-30 17:06:00,12.1,True
144,1,College Station,2024-06-30 17:05:00,12.5,True
145,1,College Station,2024-06-30 20:22:00,14.0,True
146,1,College Station,2024-06-30 15:08:00,15.5,True
147,1,College Station,2024-06-30 10:50:00,8.25,True
148,1,College Station,2024-06-30 15:59:00,6.5,True
149,1,College Station,2024-06-30 12:43:00,9.8,True
150,1,College Station,2024-06-30 21:52:00,15.5,True
151,1,College Station,2024-06-30 10:24:00,6.5,True
152,1,College Station,2024-06-30 08:10:00,13.4,True
153,1,College Station,2024-06-30 16:58:00,6.5,True
154,1,College Station,2024-06-30 20:17:00,14.0,True
155,1,College Station,2024-06-30 15:35:00,8.0,True
156,1,College Station,2024-06-30 19:28:00,13.4,True
157,1,College Station,2024-06-30 15:02:00,14.0,True
158,1,College Station,2024-06-30 18:15:00,6.25,True
159,1,College Station,2024-06-30 13:26:00,15.9,True
160,1,College Station,2024-06-30 14:31:00,7.25,True
161,1,College Station,2024-06-30 16:56:00,15.5,True
162,1,College Station,2024-06-30 08:54:00,14.5,True
163,1,College Station,2024-06-30 20:22:00,15.0,True
164,1,College Station,2024-06-30 08:33:00,6.75,True
165,1,College Station,2024-06-30 19:17:00,15.5,True
166,1,College Station,2024-06-30 17:06:00,6.0,True
167,1,College Station,2024-06-30 11:13:00,16.0,True
168,1,College Station,2024-06-30 16:08:00,15.0,True
169,1,College Station,2024-06-30 11:50:00,7.5,True
170,1,College Station,2024-06-30 16:11:00,15.5,True
171,1,College Station,2024-06-30 17:36:00,15.0,True
172,1,College Station,2024-06-30 07:26:00,7.25,True
173,1,College Station,2024-06-30 20:31:00,13.0,True
174,1,College Station,2024-06-30 14:42:00,8.25,True
175,1,College Station,2024-06-30 21:43:00,6.5,True
176,1,College Station,2024-06-30 14:30:00,12.35,True
177,1,College Station,2024-06-30 16:56:00,6.5,True
178,1,College Station,2024-06-30 15:04:00,13.0,True
179,1,College Station,2024-06-30 08:40:00,8.0,True
180,1,College Station,2024-06-30 14:21:00,12.5,True
181,1,College Station,2024-06-30 15:23:00,13.0,True
182,1,College Station,2024-06-30 07:12:00,16.0,True
183,1,College Station,2024-06-30 11:03:00,14.0,True
184,1,College Station,2024-06-30 17:34:00,7.5,True
185,1,College Station,2024-06-30 18:57:00,11.1,True
186,1,College Station,2024-06-30 20:05:00,7.25,True
187,1,College Station,2024-06-30 09:56:00,7.2,True
188,1,College Station,2024-06-30 14:16:00,7.5,True
189,1,College Station,2024-06-30 07:09:00,7.25,True
190,1,College Station,2024-06-30 15:45:00,6.25,True
191,1,College Station,2024-06-30 12:38:00,14.5,True
192,1,College Station,2024-06-30 21:07:00,15.0,True
193,1,College Station,2024-06-30 21:16:00,13.5,True
194,1,College Station,2024-06-30 08:36:00,12.1,True
195,1,College Station,2024-06-30 12:55:00,14.4,True
196,1,College Station,2024-06-30 18:43:00,13.0,True
197,1,College Station,2024-06-30 10:54:00,6.25,True
198,1,College Station,2024-06-30 16:41:00,7.5,True
199,1,College Station,2024-06-30 11:35:00,11.6,True
200,1,College Station,2024-06-30 14:25:00,11.95,True
201,1,College Station,2024-06-30 15:06:00,15.0,True
202,1,College Station,2024-06-30 20:24:00,11.4,True
203,1,College Station,2024-06-30 20:26:00,14.4,True
204,1,College Station,2024-06-30 12:41:00,13.0,True
205,1,College Station,2024-06-30 14:58:00,6.5,True
206,1,College Station,2024-06-30 10:53:00,6.75,True
207,1,College Station,2024-06-30 12:48:00,13.0,True
208,1,College Station,2024-06-30 16:47:00,12.5,True
209,1,College Station,2024-06-30 16:41:00,6.5,True
210,1,College Station,2024-06-30 13:48:00,6.0,True
211,1,College Station,2024-06-30 09:16:00,6.7,True
212,1,College Station,2024-06-30 18:28:00,7.25,True
213,1,College Station,2024-06-30 16:41:00,6.75,True
214,1,College Station,2024-06-30 17:06:00,6.75,True
215,1,College Station,2024-06-30 15:11:00,6.0,True
216,1,College Station,2024-06-30 16:39:00,13.9,True
217,1,College Station,2024-06-30 20:09:00,4.95,True
218,1,College Station,2024-06-30 14:37:00,12.0,True
219,1,College Station,2024-06-30 12:40:00,14.0,True
220,1,College Station,2024-06-30 21:55:00,8.25,True
221,1,College Station,2024-06-30 18:29:00,14.0,True
222,1,College Station,2024-06-30 17:04:00,7.0,True
223,1,College Station,2024-06-30 09:21:00,6.5,True
224,1,College Station,2024-06-30 15:56:00,6.0,True
225,1,College Station,2024-06-30 12:16:00,6.75,True
226,1,College Station,2024-06-30 08:04:00,7.5,True
227,1,College Station,2024-06-30 11:00:00,7.75,True
228,1,College Station,2024-06-30 11:25:00,15.0,True
229,1,College Station,2024-06-30 20:11:00,7.5,True
230,1,College Station,2024-06-30 07:53:00,4.59,True
231,1,College Station,2024-06-30 19:31:00,8.25,True
232,1,College Station,2024-06-30 08:09:00,6.7,True
233,1,College Station,2024-06-30 07:03:00,15.4,True
234,1,College Station,2024-06-30 13:37:00,6.05,True
235,1,College Station,2024-06-30 20:29:00,14.0,True
236,1,College Station,2024-06-30 14:34:00,6.75,True
237,1,College Station,2024-06-30 15:09:00,14.0,True
238,1,College Station,2024-06-30 18:14:00,12.5,True
239,1,College Station,2024-06-30 13:08:00,6.7,True
240,1,College Station,2024-06-30 19:41:00,14.0,True
241,1,College Station,2024-06-30 20:41:00,11.3,True
242,1,College Station,2024-06-30 13:04:00,6.5,True
243,1,College Station,2024-06-30 18:30:00,6.75,True
244,1,College Station,2024-06-30 20:58:00,14.0,True
245,1,College Station,2024-06-30 14:24:00,7.0,True
246,1,College Station,2024-06-30 07:39:00,17.5,True
247,1,College Station,2024-06-30 07:21:00,6.75,True
248,1,College Station,2024-06-30 15:33:00,13.5,True
249,1,College Station,2024-06-30 13:53:00,6.25,True
250,1,College Station,2024-06-30 19:56:00,7.0,True
251,1,College Station,2024-06-30 12:05:00,8.94,True
252,1,College Station,2024-06-30 16:05:00,16.0,True
253,1,College Station,2024-06-30 08:09:00,6.7,True
254,1,College Station,2024-06-30 14:35:00,14.5,True
255,1,College Station,2024-06-30 20:11:00,12.5,True
256,1,College Station,2024-06-30 07:51:00,15.39,True
257,1,College Station,2024-06-30 11:56:00,5.35,True
258,1,College Station,2024-06-30 14:26:00,10.7,True
259,1,College Station,2024-06-30 12:59:00,17.5,True
260,1,College Station,2024-06-30 08:32:00,6.5,True
261,1,College Station,2024-06-30 21:27:00,15.0,True
262,1,College Station,2024-06-30 21:11:00,15.0,True
263,1,College Station,2024-06-30 12:18:00,15.0,True
264,1,College Station,2024-06-30 07:45:00,7.25,True
265,1,College Station,2024-06-30 21:24:00,5.45,True
266,1,College Station,2024-06-30 11:08:00,13.5,True
267,1,College Station,2024-06-30 18:26:00,6.8,True
268,1,College Station,2024-06-30 21:25:00,13.0,True
269,1,College Station,2024-06-30 15:46:00,8.25,True
270,1,College Station,2024-06-30 11:52:00,15.4,True
271,1,College Station,2024-06-30 14:42:00,6.25,True
272,2,College Station,2024-07-01 10:52:00,14.6,True
273,2,College Station,2024-07-01 21:19:00,12.5,True
274,2,College Station,2024-07-01 16:36:00,14.0,True
275,2,College Station,2024-07-01 13:33:00,5.95,True
276,2,College Station,2024-07-01 14:23:00,7.5,True
277,2,College Station,2024-07-01 14:43:00,12.3,True
278,2,College Station,2024-07-01 21:04:00,7.0,True
279,2,College Station,2024-07-01 21:16:00,7.0,True
280,2,College Station,2024-07-01 13:30:00,7.5,True
281,2,College Station,2024-07-01 11:37:00,6.75,True
282,2,College Station,2024-07-01 13:14:00,7.25,True
283,2,College Station,2024-07-01 07:43:00,14.0,True
284,2,College Station,2024-07-01 08:04:00,13.0,True
285,2,College Station,2024-07-01 07:42:00,15.4,True
286,2,College Station,2024-07-01 08:11:00,16.0,True
287,2,College Station,2024-07-01 07:06:00,14.5,True
288,2,College Station,2024-07-01 19:39:00,4.95,True
289,2,College Station,2024-07-01 07:37:00,15.1,True
290,2,College Station,2024-07-01 11:18:00,12.5,True
291,2,College Station,2024-07-01 07:58:00,7.0,True
292,2,College Station,2024-07-01 15:51:00,6.95,True
293,2,College Station,2024-07-01 16:26:00,4.9,True
294,2,College Station,2024-07-01 10:53:00,7.0,True
295,2,College Station,2024-07-01 18:38:00,6.5,True
296,2,College Station,2024-07-01 21:26:00,6.25,True
297,2,College Station,2024-07-01 19:10:00,12.5,True
298,2,College Station,2024-07-01 16:55:00,13.5,True
299,2,College Station,2024-07-01 20:10:00,6.5,True
300,2,College Station,2024-07-01 16:39:00,6.25,True
301,2,College Station,2024-07-01 15:09:00,6.75,True
302,2,College Station,2024-07-01 08:15:00,13.5,True
303,2,College Station,2024-07-01 21:50:00,7.25,True
304,2,College Station,2024-07-01 08:46:00,13.5,True
305,2,College Station,2024-07-01 18:37:00,16.0,True
306,2,College Station,2024-07-01 07:47:00,6.5,True
307,2,College Station,2024-07-01 07:38:00,14.5,True
308,2,College Station,2024-07-01 09:12:00,14.5,True
309,2,College Station,2024-07-01 19:32:00,6.55,True
310,2,College Station,2024-07-01 09:39:00,6.25,True
311,2,College Station,2024-07-01 18:19:00,11.1,True
312,2,College Station,2024-07-01 20:13:00,12.0,True
313,2,College Station,2024-07-01 11:58:00,14.5,True
314,2,College Station,2024-07-01 17:36:00,16.0,True
315,2,College Station,2024-07-01 12:26:00,7.0,True
316,2,College Station,2024-07-01 15:33:00,6.25,True
317,2,College Station,2024-07-01 19:20:00,7.25,True
318,2,College Station,2024-07-01 12:35:00,16.0,True
319,2,College Station,2024-07-01 10:20:00,14.5,True
320,2,College Station,2024-07-01 12:17:00,15.0,True
321,2,College Station,2024-07-01 09:34:00,13.0,True
322,2,College Station,2024-07-01 17:58:00,7.25,True
323,2,College Station,2024-07-01 07:55:00,6.75,True
324,2,College Station,2024-07-01 13:57:00,8.25,True
325,2,College Station,2024-07-01 17:35:00,15.4,True
326,2,College Station,2024-07-01 21:23:00,11.3,True
327,2,College Station,2024-07-01 13:50:00,6.0,True
328,2,College Station,2024-07-01 07:03:00,14.5,True
329,2,College Station,2024-07-01 09:45:00,15.4,True
330,2,College Station,2024-07-01 07:34:00,6.5,True
331,2,College Station,2024-07-01 07:17:00,6.05,True
332,2,College Station,2024-07-01 16:06:00,6.95,True
333,2,College Station,2024-07-01 10:35:00,12.5,True
334,2,College Station,2024-07-01 07:52:00,5.55,True
335,2,College Station,2024-07-01 18:59:00,12.5,True
336,2,College Station,2024-07-01 12:34:00,17.990000000000002,True
337,2,College Station,2024-07-01 07:38:00,6.5,True
338,2,College Station,2024-07-01 14:39:00,25.5,True
339,2,College Station,2024-07-01 17:23:00,7.25,True
340,2,College Station,2024-07-01 09:25:00,12.5,True
341,2,College Station,2024-07-01 15:21:00,13.0,True
342,2,College Station,2024-07-01 20:53:00,14.0,True
343,2,College Station,2024-07-01 20:09:00,14.0,True
344,2,College Station,2024-07-01 18:59:00,6.75,True
345,2,College Station,2024-07-01 21:02:00,7.0,True
346,2,College Station,2024-07-01 09:46:00,5.95,True
347,2,College Station,2024-07-01 20:52:00,13.0,True
348,2,College Station,2024-07-01 07:09:00,12.0,True
349,2,College Station,2024-07-01 09:32:00,14.5,True
350,2,College Station,2024-07-01 20:24:00,7.5,True
351,2,College Station,2024-07-01 19:07:00,7.25,True
352,2,College Station,2024-07-01 10:23:00,8.5,True
353,2,College Station,2024-07-01 08:55:00,12.1,True
354,2,College Station,2024-07-01 13:03:00,4.95,True
355,2,College Station,2024-07-01 20:37:00,5.8,True
356,2,College Station,2024-07-01 21:34:00,8.8,True
357,2,College Station,2024-07-01 14:30:00,7.25,True
358,2,College Station,2024-07-01 08:30:00,7.0,True
359,2,College Station,2024-07-01 17:06:00,6.5,True
360,2,College Station,2024-07-01 09:11:00,6.25,True
361,2,College Station,2024-07-01 09:25:00,7.25,True
362,2,College Station,2024-07-01 14:23:00,13.0,True
363,2,College Station,2024-07-01 07:15:00,15.5,True
364,2,College Station,2024-07-01 14:56:00,11.9,True
365,2,College Station,2024-07-01 07:06:00,12.5,True
366,2,College Station,2024-07-01 09:51:00,7.0,True
367,2,College Station,2024-07-01 21:11:00,12.1,True
368,2,College Station,2024-07-01 17:06:00,6.75,True
369,2,College Station,2024-07-01 12:24:00,12.1,True
370,2,College Station,2024-07-01 21:24:00,5.45,True
371,2,College Station,2024-07-01 10:45:00,13.5,True
372,2,College Station,2024-07-01 13:57:00,14.0,True
373,2,College Station,2024-07-01 10:26:00,15.0,True
374,2,College Station,2024-07-01 09:22:00,7.5,True
375,2,College Station,2024-07-01 11:34:00,6.5,True
376,2,College Station,2024-07-01 10:54:00,7.05,True
377,2,College Station,2024-07-01 21:05:00,14.5,True
378,2,College Station,2024-07-01 10:45:00,16.5,True
379,2,College Station,2024-07-01 11:34:00,15.39,True
380,2,College Station,2024-07-01 19:31:00,14.0,True
381,2,College Station,2024-07-01 11:30:00,15.0,True
382,2,College Station,2024-07-01 07:18:00,13.0,True
383,2,College Station,2024-07-01 13:03:00,13.5,True
384,2,College Station,2024-07-01 08:58:00,7.75,True
385,2,College Station,2024-07-01 10:38:00,9.19,True
386,2,College Station,2024-07-01 09:05:00,13.5,True
387,2,College Station,2024-07-01 15:43:00,15.0,True
388,2,College Station,2024-07-01 20:30:00,13.5,True
389,2,College Station,2024-07-01 10:03:00,14.5,True
390,2,College Station,2024-07-01 20:33:00,14.5,True
391,2,College Station,2024-07-01 09:26:00,14.0,True
392,2,College Station,2024-07-01 20:12:00,11.9,True
393,2,College Station,2024-07-01 18:36:00,15.0,True
394,2,College Station,2024-07-01 13:24:00,15.0,True
395,2,College Station,2024-07-01 20:01:00,13.1,True
396,2,College Station,2024-07-01 11:40:00,7.75,True
397,2,College Station,2024-07-01 19:46:00,12.5,True
398,2,College Station,2024-07-01 08:50:00,19.75,True
399,2,College Station,2024-07-01 15:35:00,15.0,True
400,2,College Station,2024-07-01 14:03:00,13.0,True
401,2,College Station,2024-07-01 07:34:00,6.95,True
402,2,College Station,2024-07-01 11:10:00,7.75,True
403,2,College Station,2024-07-01 14:08:00,8.25,True
404,2,College Station,2024-07-01 19:51:00,14.5,True
405,2,College Station,2024-07-01 13:24:00,16.0,True
406,2,College Station,2024-07-01 10:02:00,6.25,True
407,2,College Station,2024-07-01 12:56:00,13.4,True
408,2,College Station,2024-07-01 18:45:00,6.75,True
409,2,College Station,2024-07-01 17:09:00,13.5,True
410,2,College Station,2024-07-01 09:40:00,6.5,True
411,2,College Station,2024-07-01 15:11:00,6.5,True
412,2,College Station,2024-07-01 09:04:00,15.0,True
413,2,College Station,2024-07-01 13:57:00,13.0,True
414,2,College Station,2024-07-01 19:19:00,15.5,True
415,2,College Station,2024-07-01 18:29:00,7.0,True
416,2,College Station,2024-07-01 15:53:00,13.0,True
417,2,College Station,2024-07-01 17:40:00,12.0,True
418,2,College Station,2024-07-01 17:21:00,16.0,True
419,2,College Station,2024-07-01 10:05:00,7.7,True
420,2,College Station,2024-07-01 16:39:00,7.5,True
421,2,College Station,2024-07-01 16:35:00,14.0,True
422,2,College Station,2024-07-01 10:52:00,15.5,True
423,2,College Station,2024-07-01 08:23:00,13.6,True
424,2,College Station,2024-07-01 13:00:00,14.0,True
425,2,College Station,2024-07-01 08:33:00,13.5,True
426,2,College Station,2024-07-01 21:07:00,15.0,True
427,2,College Station,2024-07-01 21:28:00,12.5,True
428,2,College Station,2024-07-01 15:32:00,8.0,True
429,2,College Station,2024-07-01 13:37:00,11.9,True
430,2,College Station,2024-07-01 12:14:00,6.25,True
431,2,College Station,2024-07-01 17:04:00,6.75,True
432,2,College Station,2024-07-01 08:42:00,5.95,True
433,2,College Station,2024-07-01 14:33:00,13.5,True
434,2,College Station,2024-07-01 20:32:00,5.6,True
435,2,College Station,2024-07-01 17:06:00,6.5,True
436,2,College Station,2024-07-01 18:29:00,16.5,True
437,2,College Station,2024-07-01 18:28:00,15.1,True
438,2,College Station,2024-07-01 15:50:00,10.8,True
439,2,College Station,2024-07-01 12:34:00,5.45,True
440,2,College Station,2024-07-01 19:57:00,14.5,True
441,2,College Station,2024-07-01 07:13:00,6.7,True
442,2,College Station,2024-07-01 08:12:00,4.4,True
443,2,College Station,2024-07-01 12:25:00,14.0,True
444,2,College Station,2024-07-01 12:29:00,14.0,True
445,2,College Station,2024-07-01 08:43:00,14.0,True
446,2,College Station,2024-07-01 08:15:00,5.45,True
447,2,College Station,2024-07-01 11:39:00,16.5,True
448,2,College Station,2024-07-01 07:08:00,9.9,True
449,2,College Station,2024-07-01 19:14:00,15.5,True
450,2,College Station,2024-07-01 11:14:00,12.1,True
451,2,College Station,2024-07-01 20:43:00,12.0,True
452,2,College Station,2024-07-01 12:41:00,6.25,True
453,2,College Station,2024-07-01 20:33:00,6.25,True
454,2,College Station,2024-07-01 12:24:00,14.5,True
455,2,College Station,2024-07-01 19:21:00,7.0,True
456,2,College Station,2024-07-01 07:09:00,12.5,True
457,2,College Station,2024-07-01 07:48:00,13.5,True
458,2,College Station,2024-07-01 08:33:00,15.0,True
459,2,College Station,2024-07-01 18:17:00,14.5,True
460,2,College Station,2024-07-01 14:09:00,14.5,True
461,2,College Station,2024-07-01 21:04:00,15.5,True
462,2,College Station,2024-07-01 10:33:00,12.5,True
463,2,College Station,2024-07-01 13:05:00,15.5,True
464,2,College Station,2024-07-01 11:11:00,12.5,True
465,2,College Station,2024-07-01 11:43:00,6.0,True
466,2,College Station,2024-07-01 21:01:00,8.25,True
467,2,College Station,2024-07-01 18:31:00,12.5,True
468,2,College Station,2024-07-01 12:11:00,13.5,True
469,2,College Station,2024-07-01 10:29:00,7.5,True
470,2,College Station,2024-07-01 08:23:00,6.35,True
471,2,College Station,2024-07-01 09:40:00,15.0,True
472,2,College Station,2024-07-01 12:30:00,6.0,True
473,2,College Station,2024-07-01 10:58:00,14.5,True
474,2,College Station,2024-07-01 17:04:00,7.5,True
475,2,College Station,2024-07-01 19:27:00,6.5,True
476,2,College Station,2024-07-01 09:54:00,6.55,True
477,2,College Station,2024-07-01 14:22:00,6.25,True
478,2,College Station,2024-07-01 07:14:00,20.0,True
479,2,College Station,2024-07-01 09:08:00,14.5,True
480,2,College Station,2024-07-01 15:46:00,15.4,True
481,2,College Station,2024-07-01 10:56:00,6.7,True
482,2,College Station,2024-07-01 20:36:00,14.4,True
483,2,College Station,2024-07-01 21:54:00,11.9,True
484,2,College Station,2024-07-01 07:22:00,6.55,True
485,2,College Station,2024-07-01 08:42:00,13.1,True
486,2,College Station,2024-07-01 11:53:00,14.5,True
487,2,College Station,2024-07-01 10:28:00,12.5,True
488,2,College Station,2024-07-01 18:17:00,6.5,True
489,2,College Station,2024-07-01 17:04:00,8.8,True
490,2,College Station,2024-07-01 10:25:00,14.5,True
491,2,College Station,2024-07-01 07:54:00,7.25,True
492,2,College Station,2024-07-01 17:34:00,15.5,True
493,2,College Station,2024-07-01 11:19:00,7.25,True
494,2,College Station,2024-07-01 14:34:00,15.5,True
495,2,College Station,2024-07-01 21:50:00,7.75,True
496,2,College Station,2024-07-01 08:45:00,7.25,True
497,2,College Station,2024-07-01 10:36:00,6.25,True
498,2,College Station,2024-07-01 16:25:00,14.0,True
499,2,College Station,2024-07-01 07:52:00,7.5,True
500,3,College Station,2024-07-02 10:30:00,13.5,True
501,3,College Station,2024-07-02 10:54:00,11.1,True
502,3,College Station,2024-07-02 08:20:00,6.8,True
503,3,College Station,2024-07-02 18:36:00,6.95,True
504,3,College Station,2024-07-02 08:08:00,7.25,True
505,3,College Station,2024-07-02 12:39:00,12.5,True
506,3,College Station,2024-07-02 12:25:00,6.75,True
507,3,College Station,2024-07-02 16:36:00,6.25,True
508,3,College Station,2024-07-02 15:04:00,9.19,True
509,3,College Station,2024-07-02 20:19:00,15.5,True
510,3,College Station,2024-07-02 16:57:00,11.1,True
511,3,College Station,2024-07-02 21:52:00,8.0,True
512,3,College Station,2024-07-02 12:53:00,15.0,True
513,3,College Station,2024-07-02 18:44:00,13.0,True
514,3,College Station,2024-07-02 11:31:00,6.75,True
515,3,College Station,2024-07-02 20:58:00,7.0,True
